Applicant_ID,Applicant_Gender,Owned_Car,Owned_Realty,Total_Children,Total_Income,Income_Type,Education_Type,Family_Status,Housing_Type,Owned_Mobile_Phone,Owned_Work_Phone,Owned_Phone,Owned_Email,Job_Title,Total_Family_Members,Applicant_Age,Years_of_Working,Total_Bad_Debt,Total_Good_Debt,Status
5090691,0,1,0,0,112500,2,4,1,1,1,1,1,0,3,2,32,2,0,8,1
5090695,0,0,0,0,315000,0,1,1,1,1,1,1,1,14,2,45,1,0,10,1
5090696,0,0,0,0,315000,0,1,1,1,1,1,1,1,14,2,45,1,0,12,1
5090697,0,0,1,1,247500,0,2,1,1,1,0,0,0,0,3,30,3,0,32,1
5090698,0,0,1,0,90000,4,4,1,1,1,0,1,1,16,2,56,4,0,29,1
5090702,0,1,1,1,202500,2,4,0,1,1,0,0,0,14,3,38,7,0,17,1
5090703,0,0,0,0,225000,0,1,3,1,1,0,1,0,0,1,38,2,0,7,1
5090707,0,1,1,0,270000,4,1,3,1,1,0,0,1,0,1,34,1,1,18,1
5090708,0,1,1,0,270000,4,1,3,1,1,0,0,1,0,1,34,1,1,11,1
5090712,0,1,0,2,90000,4,4,1,1,1,1,1,0,6,4,36,11,0,32,1
5090713,0,1,0,2,90000,4,4,1,1,1,1,1,0,6,4,36,11,0,45,1
5090714,1,1,0,0,144000,4,4,1,1,1,1,0,0,4,2,41,2,0,12,1
5090715,0,0,0,0,67500,4,4,0,1,1,0,0,0,2,2,43,1,0,26,1
5090719,0,0,0,0,234000,4,4,4,1,1,1,0,0,8,1,61,29,0,49,1
5090724,1,1,1,0,180000,4,4,3,5,1,0,0,0,4,1,23,3,0,3,1
5090730,0,0,1,1,135000,0,1,1,1,1,0,1,0,3,3,36,1,1,35,1
5090731,1,1,1,1,171000,0,1,1,1,1,0,0,0,10,3,35,7,0,26,1
5090732,1,1,1,1,171000,0,1,1,1,1,0,0,0,10,3,35,7,0,8,1
5090733,0,0,1,0,171000,4,4,1,1,1,0,0,0,2,2,47,23,0,6,1
5090734,0,0,0,0,67500,0,4,1,5,1,0,0,0,8,2,42,2,0,8,1
5090735,0,0,0,0,135000,4,4,1,1,1,0,0,0,14,2,38,8,0,25,1
5090736,0,0,1,0,135000,4,1,3,1,1,0,0,0,8,1,54,14,0,13,1
5090737,0,0,0,0,225000,4,4,3,1,1,0,0,0,8,1,52,11,24,32,1
5090738,0,0,0,0,225000,4,4,3,1,1,0,0,0,8,1,52,11,0,21,1
5090739,0,1,1,2,337500,0,1,1,1,1,0,0,1,3,4,38,1,0,12,1
5090741,0,0,1,1,135000,0,1,1,1,1,0,0,1,3,3,31,10,1,12,1
5090744,1,1,1,0,225000,4,2,1,1,1,0,0,0,8,2,33,5,0,10,1
5090745,1,1,1,0,225000,4,2,1,1,1,0,0,0,8,2,33,5,0,20,1
5090751,1,0,0,0,117000,4,4,3,1,1,1,0,0,9,1,41,11,0,17,1
5090752,1,1,0,0,1350000,0,1,1,2,1,0,1,1,10,2,36,5,2,23,1
5090755,1,0,0,0,148500,4,1,1,1,1,0,1,0,8,2,43,10,0,13,1
5090759,0,0,1,0,81000,2,4,4,1,1,1,1,0,11,1,61,22,0,42,1
5090761,0,0,1,0,90000,4,4,1,1,1,0,0,0,6,2,48,13,0,10,1
5090763,0,0,1,0,54000,4,1,1,1,1,0,0,0,10,2,43,1,1,39,1
5090764,0,0,1,1,112500,2,4,1,1,1,1,1,0,3,3,34,14,0,13,1
5090765,0,0,1,2,292500,4,1,1,1,1,0,1,1,3,4,35,13,0,6,1
5090766,0,0,1,2,164250,0,4,1,1,1,0,1,1,14,4,39,9,0,22,1
5090767,0,0,0,1,108000,4,4,4,1,1,0,0,1,14,2,35,10,0,34,1
5090768,0,0,0,1,108000,4,4,4,1,1,0,0,1,14,2,35,10,0,4,1
5090769,0,0,0,0,360000,0,4,1,1,1,0,0,0,10,2,51,5,0,28,1
5090771,0,0,1,0,126000,4,1,1,1,1,0,1,1,3,2,28,2,0,22,1
5090772,0,0,0,1,202500,4,4,1,1,1,1,1,0,14,3,33,9,0,9,1
5090773,0,0,0,1,202500,4,4,1,1,1,1,1,0,14,3,33,9,0,35,1
5090774,1,1,1,2,225000,4,4,4,2,1,0,0,0,4,3,42,7,0,49,1
5090777,0,1,1,2,1125000,0,1,1,1,1,1,1,0,10,4,40,8,0,19,1
5090778,0,0,1,0,202500,4,1,3,1,1,0,1,0,14,1,46,4,1,34,1
5090779,0,0,1,0,126000,4,4,2,1,1,1,1,0,1,1,60,4,1,30,1
5090780,0,0,0,1,202500,4,4,1,1,1,0,0,0,10,3,33,10,1,15,1
5090781,0,0,1,0,69372,4,4,1,1,1,1,1,0,8,2,44,1,0,17,1
5090783,0,0,1,0,157500,0,4,1,1,1,0,0,0,16,2,46,3,0,38,1
5090788,0,1,1,1,225000,0,4,2,1,1,0,0,0,10,2,30,4,1,15,1
5090790,0,1,1,0,238500,4,1,1,1,1,0,0,0,11,2,42,20,0,20,1
5090791,0,1,1,0,238500,4,1,1,1,1,0,0,0,11,2,42,20,0,13,1
5090793,0,0,1,0,247500,4,1,1,1,1,0,1,0,3,2,39,10,0,3,1
5090794,0,0,1,0,247500,4,1,1,1,1,0,1,0,3,2,39,10,0,13,1
5090799,1,1,1,0,270000,0,1,1,1,1,0,0,0,10,2,59,5,0,19,1
5090801,0,0,1,0,112500,4,4,1,1,1,0,0,0,0,2,51,12,0,6,1
5090811,0,0,1,0,225000,4,4,4,1,1,1,1,0,11,1,52,9,1,25,1
5090812,1,0,1,1,126000,4,4,1,1,1,0,0,1,4,3,37,5,0,3,1
5090814,1,0,1,1,126000,4,4,1,1,1,0,0,1,4,3,37,5,0,14,1
5090816,0,0,1,0,157500,4,1,1,1,1,1,1,0,3,2,34,12,0,13,1
5090817,0,0,1,0,612000,2,4,1,1,1,0,0,1,0,2,35,11,0,10,1
5090818,0,0,1,0,612000,2,4,1,1,1,0,0,1,0,2,35,11,0,26,1
5090820,0,1,1,1,157500,4,4,0,1,1,0,0,0,10,3,44,7,0,17,1
5090824,1,1,1,0,225000,0,4,3,1,1,0,0,0,4,1,50,5,0,1,1
5090826,1,1,1,0,135000,0,4,1,1,1,0,0,0,4,2,49,4,0,2,1
5090827,1,1,1,0,135000,0,4,1,1,1,0,0,0,4,2,49,4,0,8,1
5090829,0,1,1,0,450000,0,4,0,1,1,0,0,1,10,2,55,9,0,18,1
5090830,0,1,1,0,450000,0,4,0,1,1,0,0,1,10,2,55,9,0,27,1
5090831,0,1,1,0,450000,0,4,0,1,1,0,0,1,10,2,55,9,0,10,1
5090832,0,0,1,1,90000,4,4,3,1,1,0,0,0,14,2,38,4,0,17,1
5090835,0,0,1,0,225000,4,4,4,1,1,0,0,0,8,1,43,1,0,25,1
5090838,0,0,1,0,135000,4,4,1,1,1,0,0,0,11,2,53,1,0,5,1
5090839,1,1,1,2,180000,4,1,0,1,1,0,1,0,8,4,41,5,0,52,1
5090840,0,1,1,0,144000,4,4,1,1,1,1,1,0,2,2,60,16,0,53,1
5090842,0,1,1,0,144000,4,4,1,1,1,1,1,0,2,2,60,16,0,17,1
5090843,0,1,1,0,144000,4,4,1,1,1,1,1,0,2,2,60,16,0,33,1
5090846,0,0,1,1,135000,0,4,2,1,1,1,1,1,2,2,30,3,0,5,1
5090847,0,1,1,0,112500,4,1,1,1,1,0,0,1,0,2,32,7,0,43,1
5090849,0,1,1,0,270000,4,1,1,1,1,0,0,1,3,2,57,18,0,24,1
5090851,0,1,1,0,270000,4,1,1,1,1,0,0,1,3,2,57,18,0,14,1
5090855,1,0,1,0,135000,4,4,1,1,1,0,1,1,16,2,58,1,1,8,1
5090856,0,0,1,0,202500,4,4,1,1,1,1,1,0,0,2,49,5,2,13,1
5090857,1,1,1,1,180000,0,4,1,1,1,0,0,0,4,3,46,4,0,50,1
5090858,1,1,1,1,180000,0,4,1,1,1,0,0,0,4,3,46,4,0,49,1
5090859,1,1,1,0,135000,4,4,0,1,1,0,0,1,10,2,47,5,0,8,1
5090861,0,1,1,0,202500,0,4,1,1,1,0,0,0,14,2,55,6,0,31,1
5090865,1,0,0,0,405000,4,4,3,1,1,0,0,1,14,1,39,6,0,22,1
5090866,0,0,1,1,202500,0,1,1,1,1,0,0,1,6,3,49,11,0,15,1
5090869,1,0,1,0,112500,4,4,1,1,1,1,0,0,8,2,58,4,0,40,1
5090871,0,0,0,2,225000,4,4,1,1,1,0,0,0,11,4,39,4,0,11,1
5090875,0,0,0,0,112500,0,4,1,1,1,0,0,0,0,2,40,4,0,53,1
5090877,0,0,0,0,112500,0,4,1,1,1,0,0,0,0,2,40,4,0,53,1
5090878,0,1,1,0,337500,4,1,0,3,1,0,0,1,4,2,40,9,0,20,1
5090879,0,1,1,0,337500,4,1,0,3,1,0,0,1,4,2,40,9,0,41,1
5090882,0,0,0,2,171000,4,4,1,1,1,1,1,0,3,4,41,4,0,49,1
5090883,0,0,0,0,135000,4,4,1,1,1,1,0,0,8,2,44,16,0,12,1
5090886,0,0,1,0,157500,4,1,1,1,1,0,0,0,14,2,30,5,0,42,1
5090887,0,1,1,1,157500,4,4,1,1,1,0,0,0,10,3,35,16,0,21,1
5090889,0,0,1,0,99000,4,4,1,1,1,0,0,0,14,2,62,1,1,5,1
5090893,1,0,0,0,225000,4,1,1,1,1,0,0,0,8,2,33,13,0,51,1
5090894,0,1,1,2,90000,4,1,1,1,1,0,0,0,0,4,37,12,0,9,1
5090895,0,0,1,0,81000,4,4,3,1,1,1,1,0,8,1,31,2,0,25,1
5090897,1,0,0,0,225000,4,1,1,1,1,1,1,0,14,2,37,9,0,39,1
5090898,0,1,0,2,121500,0,4,1,1,1,1,0,0,8,4,31,8,0,28,1
5090903,0,0,0,0,90000,4,4,1,2,1,0,0,0,8,2,53,2,0,23,1
5090904,0,0,0,1,90000,4,4,1,2,1,0,0,0,14,3,43,4,0,29,1
5090908,1,1,1,2,360000,0,1,1,1,1,0,0,1,10,4,41,6,0,19,1
5090909,0,0,1,0,103500,0,4,1,1,1,0,0,0,3,2,37,4,0,14,1
5090915,0,1,0,0,135000,4,4,1,1,1,0,0,0,16,2,48,5,0,45,1
5090918,1,0,0,0,225000,4,1,1,1,1,0,0,0,8,2,33,13,0,20,1
5090919,0,0,0,1,193500,4,4,1,1,1,1,0,0,8,3,43,13,0,34,1
5090921,0,0,0,0,76500,4,4,1,1,1,1,0,0,8,2,39,8,0,42,1
5090924,0,0,0,0,247500,0,1,0,1,1,0,1,0,3,2,51,12,0,9,1
5090925,0,0,1,0,243000,0,4,1,5,1,0,0,0,8,2,47,10,0,11,1
5090927,0,0,1,1,117000,4,1,1,1,1,1,0,0,1,3,52,2,0,28,1
5090935,0,1,0,0,225000,4,1,1,1,1,1,1,0,0,2,56,7,0,30,1
5090936,0,1,0,0,148500,0,1,1,1,1,1,0,0,6,2,35,6,1,40,1
5090937,0,1,0,1,184500,4,1,2,5,1,1,0,0,3,2,37,13,0,11,1
5090938,0,1,0,1,184500,4,1,2,5,1,1,0,0,3,2,37,13,0,1,1
5090939,0,1,0,1,184500,4,1,2,5,1,1,0,0,3,2,37,13,0,1,1
5090940,0,1,0,1,184500,4,1,2,5,1,1,0,0,3,2,37,13,0,49,1
5090942,1,0,0,0,225000,0,4,1,1,1,0,0,0,9,2,37,4,0,2,1
5090944,0,1,1,0,247500,2,4,1,1,1,0,0,0,10,2,54,23,0,47,1
5090951,0,1,0,0,189000,0,4,1,1,1,1,0,0,6,2,49,2,2,21,1
5090952,0,1,0,0,189000,0,4,1,1,1,1,0,0,6,2,49,2,0,20,1
5090953,0,1,0,0,189000,0,4,1,1,1,1,0,0,6,2,49,2,0,19,1
5090954,0,0,0,0,270000,2,4,2,1,1,0,1,1,11,1,54,34,0,3,1
5090955,0,0,0,0,270000,2,4,2,1,1,0,1,1,11,1,54,34,0,17,1
5090956,0,0,0,0,72000,4,4,3,1,1,1,0,0,1,1,52,5,0,26,1
5090958,0,0,0,0,72000,4,4,3,1,1,1,0,0,1,1,52,5,1,8,1
5090959,0,0,0,0,72000,4,4,3,1,1,1,0,0,1,1,52,5,0,16,1
5090960,0,1,0,0,315000,4,1,1,1,1,0,1,1,0,2,38,10,0,21,1
5090963,0,0,1,0,360000,0,1,0,1,1,1,1,1,0,2,53,6,0,6,1
5090965,0,0,1,0,252000,0,1,1,1,1,0,1,1,0,2,48,9,2,31,1
5090968,1,1,1,1,202500,4,4,1,1,1,0,0,0,8,3,35,1,0,61,1
5090977,0,0,0,0,180000,4,4,2,1,1,0,0,0,2,1,38,8,1,48,1
5090978,0,0,0,0,180000,4,4,2,1,1,0,0,0,2,1,38,8,0,4,1
5090979,0,0,0,0,180000,4,4,2,1,1,0,0,0,2,1,38,8,0,18,1
5090980,0,0,0,0,180000,4,4,2,1,1,0,0,0,2,1,38,8,0,18,1
5090981,0,0,0,0,180000,4,4,2,1,1,0,0,0,2,1,38,8,0,25,1
5090982,0,0,0,0,180000,4,4,2,1,1,0,0,0,2,1,38,8,0,39,1
5090983,0,0,0,0,180000,4,4,2,1,1,0,0,0,2,1,38,8,0,38,1
5090984,0,0,0,0,180000,4,4,2,1,1,0,0,0,2,1,38,8,0,39,1
5090985,1,1,1,0,495000,4,2,1,5,1,0,0,1,4,2,25,4,0,10,1
5090986,1,1,1,0,495000,4,2,1,5,1,0,0,1,4,2,25,4,0,10,1
5090987,1,1,1,0,495000,4,2,1,5,1,0,0,1,4,2,25,4,0,12,1
5090988,1,1,1,0,405000,4,1,1,1,1,1,1,1,10,2,29,8,0,4,1
5090990,1,1,1,0,405000,4,1,1,1,1,1,1,1,10,2,29,8,0,26,1
5090991,1,1,1,0,405000,4,1,1,1,1,1,1,1,10,2,29,8,0,25,1
5090992,1,1,1,0,405000,4,1,1,1,1,1,1,1,10,2,29,8,0,29,1
5090993,1,1,1,0,405000,4,1,1,1,1,1,1,1,10,2,29,8,0,53,1
5090994,1,1,1,0,405000,4,1,1,1,1,1,1,1,10,2,29,8,0,33,1
5090995,1,1,1,0,405000,4,1,1,1,1,1,1,1,10,2,29,8,1,8,1
5090996,1,1,1,0,405000,4,1,1,1,1,1,1,1,10,2,29,8,0,4,1
5090997,1,1,1,0,405000,4,1,1,1,1,1,1,1,10,2,29,8,0,4,1
5090998,1,1,1,0,405000,4,1,1,1,1,1,1,1,10,2,29,8,0,12,1
5090999,1,1,1,0,405000,4,1,1,1,1,1,1,1,10,2,29,8,0,35,1
5091000,1,1,1,0,405000,4,1,1,1,1,1,1,1,10,2,29,8,0,26,1
5091001,0,0,1,0,157500,0,4,1,1,1,0,0,0,8,2,48,9,0,14,1
5091002,0,0,1,0,157500,0,4,1,1,1,0,0,0,8,2,48,9,0,22,1
5091003,0,0,1,0,157500,0,4,1,1,1,0,0,0,8,2,48,9,0,22,1
5091004,0,0,1,0,157500,0,4,1,1,1,0,0,0,8,2,48,9,0,32,1
5091005,0,0,1,0,157500,0,4,1,1,1,0,0,0,8,2,48,9,0,35,1
5091006,0,0,1,0,157500,0,4,1,1,1,0,0,0,8,2,48,9,0,36,1
5091007,0,0,1,0,157500,0,4,1,1,1,0,0,0,8,2,48,9,0,14,1
5091012,0,0,1,0,90000,4,3,1,1,1,0,1,0,11,2,31,9,0,16,1
5091013,0,0,1,1,112500,4,4,1,1,1,0,0,0,2,3,40,12,0,8,1
5091015,0,0,1,1,112500,4,4,1,1,1,0,0,0,2,3,40,12,0,7,1
5091016,0,0,1,1,112500,4,4,1,1,1,0,0,0,2,3,40,12,0,7,1
5091017,0,0,1,1,112500,4,4,1,1,1,0,0,0,2,3,40,12,0,8,1
5091018,0,0,1,1,112500,4,4,1,1,1,0,0,0,2,3,40,12,0,52,1
5091020,0,0,0,0,157500,4,4,1,2,1,0,0,1,11,2,39,19,0,45,1
5091022,0,0,0,0,157500,4,4,1,2,1,0,0,1,11,2,39,19,0,22,1
5091023,0,0,0,0,157500,4,4,1,2,1,0,0,1,11,2,39,19,0,38,1
5091030,1,1,1,0,112500,4,4,1,1,1,0,0,1,8,2,24,4,0,6,1
5091031,1,1,1,0,112500,4,4,1,1,1,0,0,1,8,2,24,4,0,5,1
5091032,1,1,1,0,112500,4,4,1,1,1,0,0,1,8,2,24,4,0,6,1
5091033,1,1,1,0,112500,4,4,1,1,1,0,0,1,8,2,24,4,0,6,1
5091034,0,0,1,0,112500,4,4,3,1,1,0,0,1,14,1,39,6,0,49,1
5091038,1,0,0,0,360000,0,1,3,1,1,1,1,1,17,1,27,2,0,4,1
5091039,1,0,0,0,360000,0,1,3,1,1,1,1,1,17,1,27,2,0,6,1
5091040,1,0,0,0,360000,0,1,3,1,1,1,1,1,17,1,27,2,0,6,1
5091041,1,0,0,0,360000,0,1,3,1,1,1,1,1,17,1,27,2,0,11,1
5091042,1,0,0,0,360000,0,1,3,1,1,1,1,1,17,1,27,2,0,11,1
5091043,1,1,1,0,270000,4,1,1,1,1,0,0,0,8,2,55,6,0,2,1
5091044,1,1,1,0,270000,4,1,1,1,1,0,0,0,8,2,55,6,0,11,1
5091046,1,1,1,0,270000,4,1,1,1,1,0,0,0,8,2,55,6,0,11,1
5091047,1,1,1,0,270000,4,1,1,1,1,0,0,0,8,2,55,6,0,32,1
5091048,0,0,1,2,270000,0,1,1,1,1,0,0,1,15,4,43,7,0,24,1
5091049,0,0,1,2,270000,0,1,1,1,1,0,0,1,15,4,43,7,0,15,1
5091050,0,0,1,2,270000,0,1,1,1,1,0,0,1,15,4,43,7,0,25,1
5091051,0,0,1,2,270000,0,1,1,1,1,0,0,1,15,4,43,7,0,25,1
5091052,0,0,1,2,270000,0,1,1,1,1,0,0,1,15,4,43,7,0,24,1
5091054,0,0,1,2,270000,0,1,1,1,1,0,0,1,15,4,43,7,0,14,1
5091057,0,0,1,2,270000,0,1,1,1,1,0,0,1,15,4,43,7,0,24,1
5091059,1,1,1,1,157500,4,4,1,1,1,0,1,0,8,3,45,4,0,3,1
5091060,0,0,1,1,67500,2,4,1,1,1,1,0,0,14,3,39,10,0,8,1
5091061,0,0,1,1,67500,2,4,1,1,1,1,0,0,14,3,39,10,0,9,1
5091062,0,0,1,1,67500,2,4,1,1,1,1,0,0,14,3,39,10,0,10,1
5091063,0,0,1,0,382500,0,2,1,2,1,0,0,0,0,2,32,4,1,17,1
5091064,0,0,1,0,382500,0,2,1,2,1,0,0,0,0,2,32,4,1,17,1
5091065,0,0,0,0,135000,4,4,2,1,1,0,0,0,12,1,46,10,0,3,1
5091066,0,0,0,0,135000,4,4,2,1,1,0,0,0,12,1,46,10,0,4,1
5091067,0,0,0,0,135000,4,4,2,1,1,0,0,0,12,1,46,10,0,8,1
5091070,1,0,1,0,202500,4,4,1,1,1,0,0,1,8,2,37,14,0,4,1
5091071,1,0,1,0,202500,4,4,1,1,1,0,0,1,8,2,37,14,0,19,1
5091072,1,0,1,0,202500,4,4,1,1,1,0,0,1,8,2,37,14,0,3,1
5091073,1,0,1,0,202500,4,4,1,1,1,0,0,1,8,2,37,14,0,4,1
5091074,1,0,1,0,202500,4,4,1,1,1,0,0,1,8,2,37,14,0,5,1
5091075,1,0,1,0,202500,4,4,1,1,1,0,0,1,8,2,37,14,0,33,1
5091077,1,0,1,0,157500,0,4,1,1,1,0,0,0,14,2,34,10,0,6,1
5091080,0,0,1,0,202500,0,1,3,1,1,0,0,1,0,1,37,16,0,1,1
5091082,0,0,1,0,202500,0,1,3,1,1,0,0,1,0,1,37,16,0,24,1
5091083,0,0,1,0,202500,0,1,3,1,1,0,0,1,0,1,37,16,0,31,1
5091086,1,1,0,2,112500,4,4,1,1,1,0,0,0,14,4,41,2,0,11,1
5091087,0,0,1,2,360000,0,1,1,1,1,1,0,0,10,4,30,6,0,23,1
5091088,0,0,1,2,360000,0,1,1,1,1,1,0,0,10,4,30,6,0,24,1
5091115,1,0,1,1,292500,0,4,0,1,1,1,1,0,8,3,41,9,0,4,1
5091116,1,0,1,1,292500,0,4,0,1,1,1,1,0,8,3,41,9,0,4,1
5091118,1,0,1,1,292500,0,4,0,1,1,1,1,0,8,3,41,9,0,4,1
5091119,1,0,1,1,292500,0,4,0,1,1,1,1,0,8,3,41,9,0,3,1
5091120,1,0,1,1,292500,0,4,0,1,1,1,1,0,8,3,41,9,0,10,1
5091121,1,0,1,1,292500,0,4,0,1,1,1,1,0,8,3,41,9,0,3,1
5091122,1,0,1,1,292500,0,4,0,1,1,1,1,0,8,3,41,9,0,4,1
5091123,0,0,1,1,112500,4,4,3,1,1,1,0,0,15,2,52,8,0,61,1
5091125,0,0,1,1,112500,4,4,3,1,1,1,0,0,15,2,52,8,0,46,1
5091126,0,0,1,1,112500,4,4,3,1,1,1,0,0,15,2,52,8,0,9,1
5091127,0,0,1,1,112500,4,4,3,1,1,1,0,0,15,2,52,8,0,34,1
5091128,0,0,1,1,112500,4,4,3,1,1,1,0,0,15,2,52,8,0,47,1
5091130,0,0,1,1,112500,4,4,3,1,1,1,0,0,15,2,52,8,0,47,1
5091131,0,0,1,1,112500,4,4,3,1,1,1,0,0,15,2,52,8,0,37,1
5091135,0,1,1,0,225000,4,1,2,1,1,0,1,0,16,1,31,2,0,9,1
5091136,1,1,0,0,202500,0,1,3,1,1,0,0,1,4,1,28,3,0,3,1
5091137,0,1,1,0,180000,0,1,1,1,1,0,0,0,14,2,35,5,0,27,1
5091153,0,1,1,0,256500,0,4,1,1,1,0,0,1,3,2,38,3,0,21,1
5091154,0,1,1,0,256500,0,4,1,1,1,0,0,1,3,2,38,3,0,23,1
5091156,0,1,1,0,256500,0,4,1,1,1,0,0,1,3,2,38,3,2,29,1
5091157,0,1,1,0,256500,0,4,1,1,1,0,0,1,3,2,38,3,0,21,1
5091160,0,1,1,0,256500,0,4,1,1,1,0,0,1,3,2,38,3,0,32,1
5091161,0,1,1,0,256500,0,4,1,1,1,0,0,1,3,2,38,3,0,21,1
5091162,0,1,1,0,256500,0,4,1,1,1,0,0,1,3,2,38,3,1,34,1
5091163,0,1,1,0,256500,0,4,1,1,1,0,0,1,3,2,38,3,0,16,1
5091164,0,1,1,0,256500,0,4,1,1,1,0,0,1,3,2,38,3,0,21,1
5091165,0,1,1,0,256500,0,4,1,1,1,0,0,1,3,2,38,3,0,21,1
5091166,0,1,1,0,256500,0,4,1,1,1,0,0,1,3,2,38,3,1,34,1
5091169,0,0,1,0,81000,0,1,3,1,1,1,0,0,3,1,27,1,0,51,1
5091170,0,0,1,0,81000,0,1,3,1,1,1,0,0,3,1,27,1,0,23,1
5091176,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,31,6,0,3,1
5091177,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,31,6,0,3,1
5091178,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,31,6,0,6,1
5091179,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,31,6,0,7,1
5091180,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,31,6,0,8,1
5091181,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,31,6,0,5,1
5091182,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,31,6,0,9,1
5091183,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,31,6,0,12,1
5091184,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,31,6,0,9,1
5091185,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,31,6,0,16,1
5091186,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,31,6,0,15,1
5091187,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,31,6,0,7,1
5091189,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,31,6,0,9,1
5091191,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,31,6,0,15,1
5091192,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,31,6,0,23,1
5091193,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,31,6,0,16,1
5091194,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,31,6,0,8,1
5091195,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,31,6,0,16,1
5091196,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,31,6,0,16,1
5091197,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,31,6,0,7,1
5091198,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,31,6,0,15,1
5091199,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,31,6,0,16,1
5091200,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,31,6,0,5,1
5091201,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,31,6,0,9,1
5091202,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,31,6,0,6,1
5091203,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,31,6,0,5,1
5091204,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,31,6,0,4,1
5091205,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,31,6,0,2,1
5091221,0,0,1,3,135000,4,4,1,1,1,0,0,0,8,5,41,5,0,48,1
5091222,0,0,1,3,135000,4,4,1,1,1,0,0,0,8,5,41,5,0,6,1
5091223,0,0,1,3,135000,4,4,1,1,1,0,0,0,8,5,41,5,0,45,1
5091224,0,0,1,3,135000,4,4,1,1,1,0,0,0,8,5,41,5,0,14,1
5091225,0,0,1,3,135000,4,4,1,1,1,0,0,0,8,5,41,5,0,48,1
5091226,0,0,1,0,112500,4,4,1,1,1,1,1,0,10,2,48,7,0,42,1
5091227,1,0,1,0,360000,4,4,1,1,1,0,0,0,4,2,53,3,0,37,1
5091228,1,0,1,0,360000,4,4,1,1,1,0,0,0,4,2,53,3,1,24,1
5091229,0,0,1,2,67500,4,4,1,1,1,1,1,0,8,4,30,11,0,31,1
5091230,1,1,0,3,112500,4,1,1,1,1,0,0,0,4,5,30,6,0,3,1
5091231,1,1,0,3,112500,4,1,1,1,1,0,0,0,4,5,30,6,0,24,1
5091232,1,1,0,3,112500,4,1,1,1,1,0,0,0,4,5,30,6,0,45,1
5091234,1,1,0,3,112500,4,1,1,1,1,0,0,0,4,5,30,6,0,51,1
5091235,1,1,0,3,112500,4,1,1,1,1,0,0,0,4,5,30,6,0,56,1
5091236,1,1,1,0,225000,4,4,3,1,1,0,0,0,8,1,31,9,0,53,1
5091237,1,1,1,0,225000,4,4,3,1,1,0,0,0,8,1,31,9,0,8,1
5091238,1,0,1,0,252000,4,1,1,1,1,1,1,0,3,2,46,3,0,11,1
5091239,0,1,0,0,112500,4,4,1,1,1,0,0,0,11,2,45,5,0,34,1
5091241,0,1,0,0,112500,4,4,1,1,1,0,0,0,11,2,45,5,4,33,1
5091242,0,1,0,0,112500,4,4,1,1,1,0,0,0,11,2,45,5,0,45,1
5091243,0,1,0,0,112500,4,4,1,1,1,0,0,0,11,2,45,5,0,32,1
5091244,0,1,0,0,112500,4,4,1,1,1,0,0,0,11,2,45,5,4,33,1
5091245,0,1,0,0,112500,4,4,1,1,1,0,0,0,11,2,45,5,3,29,1
5091246,0,1,0,0,112500,4,4,1,1,1,0,0,0,11,2,45,5,0,18,1
5091247,0,1,0,0,112500,4,4,1,1,1,0,0,0,11,2,45,5,0,18,1
5091250,0,1,1,1,135000,4,4,1,1,1,0,0,0,14,3,38,12,0,8,1
5091253,0,1,1,1,135000,4,4,1,1,1,0,0,0,14,3,38,12,0,52,1
5091254,0,1,1,1,135000,4,4,1,1,1,0,0,0,14,3,38,12,0,29,1
5091255,0,1,1,1,135000,4,4,1,1,1,0,0,0,14,3,38,12,0,21,1
5091256,1,1,1,0,202500,4,4,1,1,1,1,0,0,4,2,55,7,0,34,1
5091257,1,1,1,0,202500,4,4,1,1,1,1,0,0,4,2,55,7,2,16,1
